,id,title,description,search_word,tags,viewCount,likeCount,favoriteCount,commentCount
55,Ts_I0D3K_mo,Pakistani Political Situation Vs Indian Politics | Political Unstability In Pak | Public reaction.,Pakistani Political Situation Vs Indian Politics | Political Unstability In Pakistan | Pakistani Public reaction. ........ In this video I will ...,indian politics,"Pakistani public reaction,Real entertainment tv,Political situation of Pakistan,Latest From Pakistan,Narendra modi vs imran Khan,Imran Khan protest,Political Unstability in pakistan,India vs pakistan,Imran Khan March,Fuel prices increases in Pakistan,Sohaib chaudhary,Real reaction,Parshant dhawan,Dd react,Indian media latest,Fiza akbar,Major gaurav,Syed muzamil",74161,2548,0,846
56,VGZWijVktgw,Class 12: Era of Coalitions | Recent Development in Indian Politics | L-3 | Digraj Sir,Enroll Now for our Unacademy Emerge: https://unacademy.onelink.me/bosH/1cad24b9 Digraj Singh Rajput Sir will be discussing ...,indian politics,"Recent Development in Indian Politics,political science class 12 by digraj sir,class 12 political science,recent developments in indian politics,crack class 12,learn political science,chapter 9 political science,class 12,political science,unacademy humanities,humanities,introduction,social school,unacademy social school,social school with digraj,digraj singh rajput,the era of coalition,coalition government,coalition,the era of coalition by digraj sir",5497,333,0,15
57,Jnq8iA5JNMM,"Role of Business groups, working class and farmers in Indian politics l Interest groups l Unions l",BA_polsc_hons_CU_cbcs_system_2ndsemester_cc4 Business groups are the ring masters and the working class and farmers ...,indian politics,#businessgroups #workingclass #peasants #farmers #allindiatradeunioncongress #allindiakisansabha,499,36,0,8
58,Z-9iyiuNaq4,Politicians In India | When You Have A Politician Uncle | Jordindian Ft. Danish Sait,We all know that one guy who calls his politician uncle to get out of trouble! There are those who use their power for the good of ...,indian politics,"Jordindian,Film,Eye,economy,politicians in india,jordindian ft. danish sait,Humble Politician Nograj,politician uncle,FRIEND,TAG,guy,trouble,danish sait,jordian,jordindian guys,2 indian guys,arab and indian,viral videos,politicians,politics,you know who my uncle is,fights,india,arab,funny,kannada,fast and furious india,fights in india,types of sneezes,naser,beep,vineeth beep,black ice crew,bangalore,south india,comedy,sketch,stand up,do creative labs",10261431,199669,0,6554
59,rhpW6ltIfRU,Role of Religion in Indian Politics - OJAS MPPSC - iOXY EDUCATION,"In this video we will discuss the Role of Religion in Indian politics. This is Part - I of the series "" Role of Caste, Religion, Class, ...",indian politics,"MPPSC,IOXY EDUCATION",2339,69,0,0
60,LweI4z1xLXI,Plus two politics chap 9 class 1| Recent developments in Indian politics,Explains five major recent developments in Indian politics which includes Mandal issue and new economic policy.,indian politics,"End of congress system,1989 general election,Mandal issue,BP mandal,Mandal commission,OBC resevation,New economic policy",5547,231,0,15
60,LweI4z1xLXI,Plus two politics chap 9 class 1| Recent developments in Indian politics,Explains five major recent developments in Indian politics which includes Mandal issue and new economic policy.,indian politics,"End of congress system,1989 general election,Mandal issue,BP mandal,Mandal commission,OBC resevation,New economic policy",5547,231,0,15
61,OejZ4ZbCvQs,নাটকীয়তার অবসান! মহারাষ্ট্রের নতুন মুখ্যমন্ত্রী একনাথ শিন্ডে | India Politics,"নানা নাটকীয়তার পর অবশেষে মহারাষ্ট্রের মুখ্যমন্ত্রী হলেন, ...",indian politics,"Jamuna TV,Jamuna Television,যমুনা টেলিভিশন,যমুনা সংবাদ লাইভ,Jamuna Channel LIVE,Jamuna TV Channel,Current Affairs 2022,Bangla News LIVE,Bangla News Today,যমুনা টিভি LIVE,news today bangladesh jamuna tv live,bangladesh news today",9209,221,0,18
62,sjW8uuEiTZg,Indian Political Quiz | Indian Constitution Quiz | General Knowledge | All about Indian politics |,Indian Political Quiz | Indian Constitution Quiz | General Knowledge | All about Indian politics | Please if you like this video please ...,indian politics,"Indian Political Quiz,Indian Constitution Quiz,General knowledge,indian polity and constitution,indian politics,indian article,indian politics history,indian constitution in hindi,indian constitution for upsc,indian political system,indian samvidhan,all about indian politics,polity of india,list of all articles of indian constitution,indian constitution details,download constitution of india",99329,2538,0,130
63,ZMRAIId9u0E,Emerging Trends in Indian Political System | Indian Politics,Link of the playlist of American Constitution https://youtube.com/playlist?list=PLE0oWI_Sf9_0voU3o2h2pajnDZIQ6FfTE Link of the ...,indian politics,"indian political system,indian political parties,national political parties,regional political parties,changes in political parties,emerging trends in Indian political system,emerging trends in Indian political parties,changes in Indian political system since independence,B.a llb,b.a,m.a,competitive exams,upsc,UGC net political science,sheenu Economics classes",3095,0,0,11
64,HxKJQ1G6UIc,Class 12 Political Science Chapter 9 Indian Politics: Trends and Developments - Full Revision,Previous Video: https://www.youtube.com/watch?v=RjW4HnoX4kc Next Video: ...,indian politics,"class 12 political science,chapter 9 indian politics trends and developments,full revision,class 12 political science chapter 9 indian politics trends and developments full revision,class 12 political science chapter 9,class 12 recent developments in indian politics,class 12 indian politics trends & development,chapter 9 recentdevelopment in indian politics,recent developments in indian politics explanation,recent developments in indian politics class 12,magnet brains",3871,203,0,6
65,EmaTfGjxAZc,😂FUNNY INDIAN POLITICIANS🔥#BILLUTALKS #FOUZITV,FOR BUSINESS SEND ME AN EMAIL AT billutalks1@gmail.com FOLLOW ME ON ...,indian politics,,421778,17899,0,758
66,L8KZzfp7DFs,Indian Politics Funny Video | Congress &amp; AAP Funny Video 😂😂 | 370 | NRC -CAA | Political Masti |,Indian Politics Funny Video | Congress & AAP Funny Video | 370 | NRC -CAA | Political Masti |. #IndianPoliticsFunnyVideo ...,indian politics,"Indian Politics Funny Video,Congress & AAP Funny Video,370,NRC,CAA,Political Masti,politicalmasti,Funny Video,Politics Funny Video,370 Funny Video,Congress Funny,congress funny fails,congress funny moments,congress funny questions,app funny video,Political Masti On Congress,political Funny Video,politics funny moments,politics funny videos,arvind kejriwal Funny Moments,arvind kejriwal frankly speaking,navjot singh sidhu Funnny Video,New Funny Video",27634,1348,0,62
67,qeMb2PSj6zA,Indian Political Scholars | Rajni Kothari |Crash Course on Contemporary Thinkers of Indian Politics,Indian Political Scholars | Rajni Kothari |Crash Course on Contemporary Thinkers of Indian Politics In this key lecture I have 30 ...,indian politics,"Saar Success,Rajni Kothari,Indian Political Scholars,Major scholars of Indian political process,Indian political scholars in hindi,Atul kohli,Pranab Bardhan,Rudolph and Rudolph,UGC NET,UGC NET Political Science,Amartya Sen,Partna Chaterjee,Paul R Brass,Yogendra Yadav",8735,511,0,72
68,u84pfEGMmy4,Reality of indian Politics During Elections || Senior IAS Officers ने #Aamir_khan को बतायी सच्चाई,Knowledge with SONU @Motivation With SONU Reality of Indian Elections Reality of Indian Politics Reality of Indian Police.,indian politics,,1937,134,0,4
69,2qx3JKkOPAU,Bal Thackeray&#39;s life and his role in Indian politics (BBC Hindi),शिव सेना के प्रमुख बाल ठाकरे कुछ लोगों के लिए 'हीरो' थे तो कुछ लोगों के ...,indian politics,"BBC Hindi,hindi news,news in hindi,शिव सेना,बाल ठाकरे,हीरो,खलनायक,मराठी मानुस,सांप्रदायिक हिंसा,विवेचना,रेहान फ़ज़ल,बाल ठाकरे की ज़िंदगी,मुंबई,शिवसेना राजनीति,उद्धव ठाकरे,राज ठाकरे,बीबीसी हिन्दी,shiv sena,bal thackeray,hero,villain,marathi,communal violence,vivechna,life of bal thackeray,mumbai,shiv sena politics,uddhav thackeray",562619,0,0,1257
70,BiSFY3APYss,Women Politicians Strike Back At Sexism,"""Blot on all legislators"", ""Redneck"", ""Piece of s***"". Here's how women politicians around the world have reacted to sexist ...",indian politics,"women politicians,sexism",2310822,105532,0,8311
71,oWhCHfgMzYA,Approaches to the Study of Indian Politics and Nature of the State in India Liberal Marxist Gandhian,Approaches to the Study of Indian Politics and Nature of the State in India Liberal Marxist Gandhian. B.A Program Semester 2nd ...,indian politics,"Indian Government and politics,Approaches to the Study of Indian state and politics,Approaches of Liberal,approach of Marxist,Marxism,Gandhism approach of politics,Gandhian approach of study Indian state and politics,B.A Program Semester 2nd Political Science Chapter 1st",15486,727,0,64
72,TBr7ui-rDiA,UGC NET 2021 | Famous Commentators Of Indian Politics Part 2 | Political Science | Pradyumn Sir,"""Session on Famous Commentators of Indian Politics Part 2, for UGC NET Paper. In this session Gradeup expert, would cover ...",indian politics,"Gradeup,Gradeup ugc net,Pradyumn Sir,UGC NET,UGC NET 2021,UGC NET Gradeup,how to prepare for UGC NET exam,political science ugc net in hindi,ugc net free online coaching,ugc net paper 1 free coaching,ugc net political science,ugc net political science 2021,ugc net political science classes,ugc net political science gradeup,ugc net political science preparation,indian politics,famous commentators indian politics,indian politics by pradyumn sir,nta net,ugc net",7304,460,0,36
73,LkJWxcHFyJw,The Modi era: Tectonic shift in Indian politics,"Stepping into its fourth year in power on Friday, the Narendra Modi government is in a celebratory mood after the BJP's ...",indian politics,"Modi,Narendra Modi,Indian Politics,POlitics,narendra modi,narendra,bjp,modi,politics,digital,digital india,technology,mobile,supreme court,modi today,modi on supreme court,modi latest,narendra modi latest speech,new delhi,delhi,modi speech,narendra modi today speech,latest news",35439,503,0,65
74,bDcL2u78ovs,BASICS OF INDIAN POLITICS || HOW IT WORKS || இந்தியா அடிப்படை அரசியல் ||,"In this video, we are going to see the basic process of how the Indian parliament works and how the central and state ...",indian politics,"INDIA,central government,state government,parliment of india,budget session,lok sabha,rajya sabha,prime minister of india,cabinet ministers,governors,indian election history,MP of Lok Sabha,MP of Rajya Sabha,indian election process,indian election news,indian elections 2019,indian election system,parliament speech,parliamentary system",21159,1250,0,101
75,S0tF7pNYhKY,INDIAN POLITICS TREND AND DEVLOPMENT CLASS12 POLITICAL SCIENCE BOOK-2,PART-2 VIDEO LINK --https://youtu.be/G4qIdn7K7p0.,indian politics,,270555,7792,0,713
76,WYGSMel0IWY,If Indian politics was an school 🔥😂,Modi #Yogi.,indian politics,,5914,343,0,16
77,Mvy1uAZp64E,Misogyny in Indian Politics: Time to end this disease! | The Deshbhakt feat. PuNsTeR™,While Yati Narsinghanand has been booked and sent to judicial custody for his misogynistic trash (then slapped with a hate ...,indian politics,"Misogyny in Indian Politics Time to end this humiliation & name calling,actress archana gautam,archana gautam congress,archana gautam news,archana gautam gets congress party ticket,Akash Banerjee,akash,banerjee,bhakt banerjee,akash banerjee latest video,the deshbhakt,indian youtuber,dhruv rathee,who is archana gautam,congress candidate archana gautam,archana gautam viral photos,archana gautam join congress,yati narsinghanand news,yati narsinghanand arrest video",429186,29261,0,1751
78,dZ1PMTBRH8k,ISSUES IN INDIAN POLITICS,,indian politics,,7368,135,0,19
79,6DoJWBBZGdk,What Is The FUTURE Of Indian Politics? - Dhruv Rathee | TRS Clips हिंदी 100,पूरा Podcast यहाँ देखें: https://youtu.be/68TeWVrEj5Q The Ranveer Show हिंदी Playlist देखिए: ...,indian politics,"the ranveer show,the ranveer show hindi,trs clips hindi,trs clips,ranveer allahbadia,beerbiceps,the ranveer show clips hindi,trs clips हिंदी,the ranveer show clips,beerbiceps podcast hindi,beerbiceps podcast,trs,hindi,podcast,dhruv rathee,dhruv rathee latest,dhruv rathee podcast,dhruv rathee politics,indian politics,future of politics,future of politics in india,future of india,politics,future,future of indian politics,dhruv rathee beerbiceps",28254,1817,0,449
80,SZDCYGVm5E4,How Indian Politics Uses Hindu vs Muslim To Cover Up Caste,"When India was about to be partitioned, one group of Muslims was trying to stop it. Why didn't the succeed? Well, it has something ...",indian politics,"india,history,partition,pakistan,hindu,muslim,caste,politics,jinnah,gandhi,nehru,ansari,momin,abdul qaiyum ansari,lower caste,independence,british",16080,1471,0,176
